"county_name","median_age","mean_savings","per_capita_income","percent_in_poverty","percent_veterans","percent_female","population_density","percent_in_nursing_homes","crime_index_PC","state","clinton_win"
"Graham",39.1,174103,18494,14.5,14.38,50.83,3.8,16.18,68,"KS",FALSE
"Gray",32.2,130557,18337,8.4,8.94,50.71,6.2,16.11,30,"KS",FALSE
"Greenwood",41.2,81837,16042,15.6,13.71,51.64,6.9,20.25,87,"KS",FALSE
"Jackson",34.9,113407,16841,13.3,12.94,50.81,17.5,11.13,214,"KS",FALSE
"Jefferson",35.2,58436,17080,9.9,12.95,49.58,30.2,12.53,308,"KS",FALSE
"Jewell",42.7,147388,17814,12.8,14.59,50.67,4.5,8.54,27,"KS",FALSE
"Johnson",32.8,100864,27877,4.7,10.68,51.49,784.6,4.2,415,"KS",FALSE
"Kearny",30.8,133438,23220,11,9.5,48.92,4.6,9.75,475,"KS",FALSE
"Lane",37.9,241761,21614,9.1,12.48,49.37,3.2,9.13,109,"KS",FALSE
"Lincoln",42.4,170209,19156,11.9,17.31,52.19,4.9,21.14,117,"KS",FALSE
"Logan",38.1,165503,16315,10.3,13.97,50.71,3,11.88,257,"KS",FALSE
"Lyon",29.1,68735,16122,14.2,11.32,51,40.5,9.22,650,"KS",FALSE
"Marion",39.4,131029,15467,10.3,9.02,52.14,13.6,35.86,121,"KS",FALSE
"Marshall",38.4,196867,19017,12.5,14.37,51,12.6,21.75,174,"KS",FALSE
"Mitchell",37.7,174610,18040,10.4,11.89,51.76,10.3,22.78,186,"KS",FALSE
"Montgomery",36.5,110317,15735,17.2,14.44,52.66,58.9,11.21,545,"KS",FALSE
"Morris",38.9,136192,14734,14.2,13.6,50.88,9,14.6,230,"KS",FALSE
"Nemaha",35.6,210039,18665,10.6,11.98,50.51,14.5,31.73,136,"KS",FALSE
"Neosho",36.3,100448,16597,16,12.93,51.85,29.7,16.53,292,"KS",FALSE
"Norton",39,167486,17954,12,13.98,47.51,6.6,16.03,64,"KS",FALSE
"Osage",36,78029,15406,11.2,12.39,51.16,22.2,19.17,198,"KS",FALSE
"Osborne",42.7,244545,18437,12.5,14.06,51.9,5.3,29.79,15,"KS",FALSE
"Ottawa",38.5,327740,15795,10.5,14.67,51.77,7.6,26.18,89,"KS",FALSE
"Phillips",40.4,199195,18576,10.3,14.36,51.3,7.2,22.97,17,"KS",FALSE
"Pottawatomie",32.8,98230,15668,10.1,11.2,50.01,20,11.42,262,"KS",FALSE
"Rawlins",38.8,164458,17313,10.5,14.3,50.27,3.1,14.55,127,"KS",FALSE
"Reno",35,103507,17517,14,13.46,50.83,49.6,11.32,545,"KS",FALSE
"Republic",44.5,196229,18219,11.5,14.48,51.89,8.8,31.27,122,"KS",FALSE
"Rice",37,115407,16978,14.6,14.19,52.36,14.2,17.48,162,"KS",FALSE
"Riley",23.8,48258,15096,14,7.48,45.09,110.4,3.67,469,"KS",FALSE
"Rooks",37.9,107872,16275,12.2,13.52,51.74,6.8,16.5,183,"KS",FALSE
"Russell",40.9,195051,19341,12.3,15.92,51.59,8.7,20.91,218,"KS",FALSE
"Saline",33.5,98873,20179,11.6,13.88,51.72,70.3,8.14,773,"KS",FALSE
"Scott",35,199598,26275,8.7,10.58,50.35,7.4,14.72,221,"KS",FALSE
"Sedgwick",31.8,84939,20822,13.1,12.13,50.92,415.7,5.45,773,"KS",FALSE
"Seward",29,147436,17917,17.9,11.22,49.21,29.2,6.31,945,"KS",FALSE
"Sheridan",37.1,275360,21331,11.3,14.2,49.4,3.3,13,84,"KS",FALSE
"Sherman",35.5,205566,17820,14.6,12.65,51.2,6.4,8.82,384,"KS",FALSE
"Smith",45.1,214382,17238,12,15.43,51.82,5.5,31.22,47,"KS",FALSE
"Stafford",39,207037,18515,13.4,13.71,51.78,6.4,19.8,196,"KS",FALSE
"Stanton",31.4,121065,24591,11.2,8.91,49.98,3.4,10.43,109,"KS",FALSE
"Stevens",32.7,111094,22721,10,9.73,51.12,7.1,7.69,221,"KS",FALSE
"Thomas",32.3,164277,16544,12,11.7,50.96,7.7,12.53,370,"KS",FALSE
"Trego",39.1,89606,17973,10,14.54,50.79,3.9,25.71,89,"KS",FALSE
"Wabaunsee",36.4,80477,16836,9.8,14.8,50.31,8,14.38,153,"KS",FALSE
"Wichita",33.6,142264,22441,10.7,10.46,49.96,3.9,10.36,68,"KS",FALSE
"Wilson",39.1,106299,15238,16,16.06,52.05,17.6,15.05,195,"KS",FALSE
"Woodson",41.4,86460,17036,14.8,15.65,51.19,8,29.75,158,"KS",FALSE
"Adair",34.9,59325,13072,24.2,8.05,51.01,38.6,6.69,152,"KY",FALSE
"Allen",35.4,72670,12133,20.1,9.9,51.35,43.1,5.44,72,"KY",FALSE
"Anderson",33.6,83164,15846,9.5,9,51.16,77,7.37,186,"KY",FALSE
"Boone",31.4,73736,18452,8.3,9.33,51.11,255.8,4.49,441,"KY",FALSE
"Butler",34.4,66374,11461,22.5,9.1,50.52,26.6,14.3,111,"KY",FALSE
"Campbell",32.4,66750,16895,12.9,12.68,52.09,560,7.07,370,"KY",FALSE
"Christian",27.7,49496,12968,20,8.65,46.18,95,5.62,331,"KY",FALSE
"Cumberland",37.3,86476,11607,30.5,9.58,52.72,21.9,11.94,57,"KY",FALSE
"Estill",33.4,54682,11042,29.5,9.68,51.83,59.8,6.18,101,"KY",FALSE
"Grant",32.2,84783,14066,15.9,8.45,50.66,65,5.03,191,"KY",FALSE
"Grayson",34.8,92483,12319,22.8,9,51.12,43.1,7.83,183,"KY",FALSE
"Hardin",27.8,66199,15453,14.3,10.16,51.08,134.2,4.98,233,"KY",FALSE
"Kenton",31.8,65586,18737,13.2,12.14,51.74,880.7,5.98,479,"KY",FALSE
"Laurel",32.5,78077,13414,25.3,9.04,50.93,104,3.16,189,"KY",FALSE
"Lee",33.5,79389,9962,39.3,9.49,49.36,37.6,13.29,82,"KY",FALSE
"Leslie",30.4,38913,11762,34.1,7.11,50.45,33.9,6.06,128,"KY",FALSE
"Lewis",33.1,59692,10640,29,9.62,50.2,27,16.79,76,"KY",FALSE
"Lincoln",33.7,48164,12309,25.2,8.85,50.65,60.9,6.05,84,"KY",FALSE
"Madison",28.8,68721,14458,20.6,8.19,52.28,135,3.53,402,"KY",FALSE
"Mercer",35.9,77559,15773,15.9,12.4,52.13,77.7,11.18,142,"KY",FALSE
"Oldham",33,50594,23537,7,10.02,48.04,192.4,2.36,186,"KY",FALSE
"Owsley",34.3,45723,9373,46.4,9.65,49.3,26.2,19.23,88,"KY",FALSE
"Pulaski",35.2,83441,13846,23,9.4,51.36,77.7,8.66,256,"KY",FALSE
"Rockcastle",33,65735,11378,29.7,8.63,50.52,47.2,10.27,133,"KY",FALSE
"Scott",31.8,82909,18427,15.1,9.61,51.43,88.4,5.56,456,"KY",FALSE
"Shelby",34.9,126628,18796,12.8,9.74,52.04,67.2,12.33,309,"KY",FALSE
"Taylor",34.5,54050,14366,17.9,9.87,51.61,80.8,6.42,165,"KY",FALSE
"Washington",33.7,107454,15158,18.5,8.17,51.98,34.9,12.48,188,"KY",FALSE
"Wayne",34,70596,10765,34.3,7.18,50.73,39,5.87,98,"KY",FALSE
"Woodford",33.7,96412,21950,9.7,10,52.1,109.1,8.8,223,"KY",FALSE
"Beauregard",31.6,60343,14285,18.3,12.05,49.79,26.8,8.81,326,"LA",FALSE
"Bossier",30.6,48361,15964,16.5,12.67,51.47,102.9,8.27,546,"LA",FALSE
"East Baton Rouge",29.9,99559,18753,19.7,10.46,52.15,859.8,5.27,1171,"LA",FALSE
"Grant",31.9,23692,11854,23.5,12.45,51.64,27.3,10.68,231,"LA",FALSE
"Jefferson",32.3,57976,18191,16.9,12.28,51.82,1490.4,4.34,919,"LA",FALSE
"Lafayette",29.8,78322,17467,18.4,9.82,51.51,633.6,6.96,614,"LA",FALSE
"Lincoln",24.7,88214,14569,24.4,8.31,51.46,89.7,7.94,193,"LA",FALSE
"Ouachita",30.2,95503,14959,25.1,10.81,52.85,237.5,8.97,770,"LA",FALSE
"Terrebonne",29.3,76437,13267,22.5,9.69,51.07,79.2,4.62,498,"LA",FALSE
"Union",34.4,72549,13727,21.6,10.7,52.14,23.9,18.57,142,"LA",FALSE
"Allegany",37.5,66310,15919,16.5,16.32,52.83,175.6,9.2,363,"MD",FALSE
"Anne Arundel",32.7,61926,22774,6.8,12.65,49.56,1057.5,2.78,518,"MD",FALSE
"Calvert",32.6,55316,20448,6,7.96,50.32,265.3,2.54,223,"MD",FALSE
"Caroline",34.3,77409,14748,11.6,9.89,51.45,87.1,7.49,249,"MD",FALSE
"Carroll",33.3,91878,21770,4.6,9.37,50.7,289.8,5.71,276,"MD",FALSE
"Cecil",32.6,52592,17900,9,11.46,50.05,214.2,4.13,376,"MD",FALSE
"Charles",30.2,51523,20058,7.2,8.71,50.46,229.5,2.39,483,"MD",FALSE
"Frederick",32.3,88858,20334,5.7,8.81,51.13,241.2,5.81,333,"MD",FALSE
"Garrett",33.7,106561,14215,15.8,11.09,51.13,44.7,10.66,220,"MD",FALSE
"Harford",32.1,53662,19760,6,10.31,50.13,442.6,1.98,313,"MD",FALSE
"Kent",36.6,138805,20385,10.4,10.32,51.69,65.9,4.02,292,"MD",FALSE
"Queen Anne's",35.5,88683,21475,7.7,9.58,50.54,94.3,4.99,296,"MD",FALSE
"St. Mary's",29.5,52532,17504,8.9,9.35,49.06,220.3,8.19,329,"MD",FALSE
"Somerset",33.8,51439,13297,22.3,10.37,46.55,71.5,7.99,416,"MD",FALSE
"Talbot",39.6,136163,26944,9.4,11.4,52.41,116.3,10.7,373,"MD",FALSE
"Washington",34.4,77553,16639,10.6,12.68,48.93,273.7,11.12,260,"MD",FALSE
"Worcester",37.5,123054,21361,12.4,10.49,51.86,78.6,13.23,752,"MD",FALSE
"Allegan",31.9,48231,17420,10.9,9.82,50.68,112.6,4.95,324,"MI",FALSE
"Barry",33.8,34629,16925,10.9,11.92,49.88,92.1,4.9,279,"MI",FALSE
"Berrien",33.6,76890,17682,17.6,12.36,52.01,283,4.4,691,"MI",FALSE
"Branch",33.4,62398,14764,15.7,11.79,51.19,82.4,6.53,373,"MI",FALSE
"Chippewa",32.2,65588,12611,17.4,11.41,44.19,22.8,4.72,369,"MI",FALSE
"Clinton",32.3,39580,17432,7.6,11,50.16,103.9,3.32,235,"MI",FALSE
"Eaton",32.9,43130,18650,8.3,11.26,51.36,165.1,4.52,450,"MI",FALSE
"Gratiot",32.7,82147,14971,15.3,10.65,51.27,69.6,13.12,305,"MI",FALSE
"Hillsdale",32.6,58700,15082,14,11.07,50.83,74.1,5.41,249,"MI",FALSE
"Ionia",29.9,56874,14124,13.1,10.43,46.93,101.2,4.09,259,"MI",FALSE
"Kent",30.7,102595,20616,11.6,10.48,51.54,598.1,4.63,588,"MI",FALSE
"Lapeer",31.8,48778,17199,9.4,9.85,49.84,119.7,3.22,206,"MI",FALSE
"Leelanau",36.5,58451,19749,10.7,11.28,50.08,49.6,4.91,173,"MI",FALSE
"Livingston",32.9,49040,21559,5.1,10.39,49.51,215.5,2.07,294,"MI",FALSE
"Macomb",33.9,87837,21589,7.4,12.41,51.36,1512.1,5.18,472,"MI",FALSE
"Mason",36.2,77502,15542,15.7,13.71,50.99,53.5,7.21,450,"MI",FALSE
"Midland",32.5,63901,22807,12,11.38,50.51,149.3,5.63,257,"MI",FALSE
"Missaukee",33.5,53892,13218,17.5,8.68,50.58,22.6,5.86,174,"MI",FALSE
"Newaygo",33.3,49613,14380,15.9,11.01,50.67,48.3,5.58,310,"MI",FALSE
"Oakland",33.8,105305,28802,7.8,11.75,52.04,1280.1,3.41,462,"MI",FALSE
"Oceana",33.5,59280,14927,19.7,11.79,50.79,42.4,4.93,270,"MI",FALSE
"Osceola",33.5,65826,13982,17.7,10.97,50.33,36.4,2.62,261,"MI",FALSE
"Oscoda",40,46894,11347,19.1,11.44,50.57,14.5,10.61,501,"MI",FALSE
"Otsego",33.7,99537,15666,10.2,9.84,50.83,37.1,7.75,327,"MI",FALSE
"Ottawa",30.3,84296,19717,6.6,8.9,50.7,348.8,5.57,335,"MI",FALSE
"St. Clair",32.9,65169,17893,12.8,11.49,51.28,207,4.53,378,"MI",FALSE
"St. Joseph",32.8,67997,16195,13.2,11.74,51.09,117.9,4.88,333,"MI",FALSE
"Sanilac",34.1,76818,15235,16.1,10.02,50.85,42.3,5.74,187,"MI",FALSE
"Brown",34.5,154469,17684,8.8,11.83,51.54,44.4,13.73,227,"MN",FALSE
"Carver",30.6,71357,21583,4.6,8.79,49.64,145.3,3.64,207,"MN",FALSE
"Cottonwood",39.2,146400,16041,12.7,12.07,51.4,19.5,20.96,146,"MN",FALSE
"Dodge",31.6,72595,16440,8.8,10.46,50.32,36.9,9.32,257,"MN",FALSE
"Douglas",35.2,102770,15345,11.4,11.59,50.79,46.2,19.93,359,"MN",FALSE
"Faribault",38.9,133405,16994,12.9,13.37,51.93,23.3,21.93,246,"MN",FALSE
"Houston",34.2,74054,16336,8.9,11.08,50.34,33.7,15.8,127,"MN",FALSE
"Lyon",31.6,142606,18266,10.6,11.18,50.92,34.6,14.33,236,"MN",FALSE
"McLeod",32.9,110548,17844,7.2,10.3,50.43,66.1,10.18,340,"MN",FALSE
"Martin",37,152938,17911,11.7,13.89,51.25,32,20.22,351,"MN",FALSE
"Otter Tail",37.3,87929,15599,13.5,12.83,50.38,26.1,13.9,283,"MN",FALSE
"Pipestone",36,125049,15886,11.8,11.8,52.04,22.5,17.52,76,"MN",FALSE
"Redwood",36.7,158118,17475,10.3,12.7,50.82,19.5,22.21,287,"MN",FALSE
"Rock",36.6,170677,17654,9.6,11.63,51.38,20.3,11.94,147,"MN",FALSE
"Roseau",30.6,108937,16422,8.4,9.05,48.66,9.4,10.45,224,"MN",FALSE
"Stearns",27.9,91846,15836,10.6,10.14,49.74,90.5,5.2,318,"MN",FALSE
"Wadena",36,97224,13086,18.3,13.73,51.06,24.1,15.43,297,"MN",FALSE
"Calhoun",34.8,93082,12929,22,9.05,52.24,25.4,7.92,3,"MS",FALSE
"Clarke",33.1,73078,12515,21.1,9.24,52.56,25.2,7.47,77,"MS",FALSE
"Copiah",30.3,56127,11393,31.2,8.22,52.25,35.9,4.3,114,"MS",FALSE
"Covington",31.2,55938,11955,27.7,7.49,51.79,39.9,3.64,46,"MS",FALSE
"DeSoto",31.5,47974,16691,11.1,8.09,50.8,154.1,1.63,13,"MS",FALSE
"Forrest",28.8,81464,14188,24.6,10.46,53.34,149.3,12.31,565,"MS",FALSE
"George",30.9,57531,11860,21.8,8.55,50.75,36,3.49,20,"MS",FALSE
"Grenada",32.5,77076,13665,23.3,8.68,53.43,51.9,11.55,515,"MS",FALSE
"Hancock",34.5,62653,13326,20.9,9.78,50.18,69.6,2.65,196,"MS",FALSE
"Hinds",30.8,117964,17483,26.1,10.2,53.17,291.8,4.51,1102,"MS",FALSE
"Itawamba",35.1,67336,13383,13.9,9.79,51.1,37.8,5.97,99,"MS",FALSE
"Jackson",31.7,41350,15343,16.3,12.44,50.67,165.8,2.34,421,"MS",FALSE
"Lamar",30.4,31159,13763,19.5,8.92,51.34,62.5,3.7,20,"MS",FALSE
"Leake",33.7,82217,12857,27.5,8.85,52.26,31.7,6.92,1,"MS",FALSE
"Lee",31.9,87104,16950,15.6,8.83,52.29,151.9,5.37,497,"MS",FALSE
"Lowndes",29.5,68253,14796,21.7,8.67,52.41,119.5,2.97,226,"MS",FALSE
"Madison",29.6,63494,16012,22.4,5.65,52.64,80.8,4.06,285,"MS",FALSE
"Monroe",32.8,94625,12787,19.3,9.21,52.91,48,6.51,137,"MS",FALSE
"Montgomery",33.8,98539,11876,28,9.24,53.41,30.2,9.67,61,"MS",FALSE
"Newton",33.1,50001,13360,21.6,9.25,52.19,35.8,5.8,37,"MS",FALSE
"Oktibbeha",24.6,83898,12431,26.1,7.25,50.02,83.2,3.07,476,"MS",FALSE
"Pearl River",32.5,52821,11709,24,10.44,51.69,48.9,4.48,162,"MS",FALSE
"Prentiss",33.1,86149,11885,18.8,9.53,51.98,56.6,2.68,112,"MS",FALSE
"Rankin",32.7,49430,16411,12.3,8.85,51.29,118.6,4.76,132,"MS",FALSE
"Scott",31.6,97519,14289,24.1,8.58,52.08,40.1,5.86,32,"MS",FALSE
"Simpson",32.2,71073,13375,23,9.79,51.16,40.9,7.47,66,"MS",FALSE
"Stone",30.9,71384,13016,24.9,9.66,50.95,24.9,12.34,53,"MS",FALSE
"Tippah",33.4,102750,12650,19.1,8.24,52.01,43.2,8.99,3,"MS",FALSE
"Walthall",31.3,72508,10406,37.4,7.36,51.68,35.4,8.32,46,"MS",FALSE
"Warren",32.4,91470,16285,22.9,11.63,52.81,81.8,8.1,486,"MS",FALSE
"Webster",34.8,109631,12302,22.4,9.66,51.97,24.1,8.73,41,"MS",FALSE
"Barry",37.3,117960,13758,16.9,10.64,50.99,36.8,9.79,21,"MO",FALSE
"Camden",41.7,112415,15806,13.8,11.5,49.96,44,7.78,255,"MO",FALSE
"Cape Girardeau",32.2,153457,17139,13,11.37,51.79,109.9,11.12,470,"MO",FALSE
"Christian",32.6,62174,14940,11.1,7.97,50.97,64.3,5.72,117,"MO",FALSE
"Cole",32.8,123483,18218,9.5,12.45,48.9,167.3,10.95,347,"MO",FALSE
"Cooper",34.1,127403,15283,13.8,11.43,48.3,26.7,10.73,266,"MO",FALSE
"Douglas",37,52987,11153,23.2,11.7,51.33,14.5,7.03,19,"MO",FALSE
"Greene",32.5,86609,18419,15.9,11.29,51.93,318.8,9.7,586,"MO",FALSE
"Holt",38.5,110805,16102,16,15.81,51.28,12.8,28.31,83,"MO",FALSE
"Jasper",34.1,98567,16615,16.6,12.52,52.3,143.8,9.14,551,"MO",FALSE
"Laclede",34.2,86109,14088,17.4,11.4,51.25,36.2,14.22,165,"MO",FALSE
"Lawrence",35.6,67247,13429,16.3,11.65,51.46,50.1,8.93,86,"MO",FALSE
"Newton",34.6,40680,15043,15.4,11.72,51.14,72.9,8.64,200,"MO",FALSE
"Osage",32.5,89145,16071,9.3,11.74,48.32,20,5.54,7,"MO",FALSE
"Ozark",42,63583,12186,23,13.08,50.37,11.8,9.43,107,"MO",FALSE
"Perry",34.4,124296,15478,10.9,11.11,50.35,35.8,15.29,91,"MO",FALSE
"St. Charles",30.7,52963,19625,6.4,9.18,50.31,401.5,3.99,350,"MO",FALSE
"Taney",40.2,98979,17081,12.7,11.45,51.55,43.6,8.19,339,"MO",FALSE
"Beaverhead",32.5,86097,15539,16.8,13.47,49.18,1.6,11.16,190,"MT",FALSE
"Broadwater",36.4,49394,14923,14.7,12.34,49.1,2.9,8.57,443,"MT",FALSE
"Carbon",38.5,63367,16686,15,13.13,51.42,4.1,10,237,"MT",FALSE
"Chouteau",36.8,125831,17003,12.5,15.82,48.89,1.4,11.64,244,"MT",FALSE
"Custer",35.5,151510,16824,15.9,14.17,51.31,3.1,16.02,425,"MT",FALSE
"Daniels",41.6,111629,19080,9.3,18,51.05,1.5,22.86,10,"MT",FALSE
"Fallon",35.2,140683,15841,10,17.13,50.22,1.9,8.67,124,"MT",FALSE
"Fergus",38,108370,15749,12.7,14.38,50.83,2.9,25.08,346,"MT",FALSE
"Granite",38.5,82988,15177,17.1,16.6,47.89,1.4,5.2,288,"MT",FALSE
"Jefferson",35.1,22682,17705,9.2,11.45,49.03,5,8.07,29,"MT",FALSE
"Lincoln",34.7,37365,13626,16,14.1,49.62,4.9,6.7,352,"MT",FALSE
"McCone",36,82186,15328,12.3,17.43,49.33,0.8,17.62,24,"MT",FALSE
"Madison",37.8,71887,13760,13,15.23,48.25,1.7,11.31,215,"MT",FALSE
"Meagher",37.7,93356,17534,17,17.61,47.95,0.8,15.56,278,"MT",FALSE
"Musselshell",39.8,106261,14081,18.4,15.61,49.88,2.2,8.78,224,"MT",FALSE
"Park",37,70579,14441,14.5,12.64,51.34,5.6,7.36,429,"MT",FALSE
"Phillips",34,139816,14448,15.3,15.06,50.7,1,8.24,251,"MT",FALSE
"Pondera",34.2,121460,15561,18,13.52,50.26,3.9,10.63,171,"MT",FALSE
"Powder River",36.7,100765,15083,11.1,14.05,49.04,0.6,19,230,"MT",FALSE
"Powell",35.9,49629,13884,15.7,17.24,40.94,2.9,10.59,206,"MT",FALSE
"Ravalli",37.8,67103,14373,15.5,12.91,50.5,11.5,5.09,209,"MT",FALSE
"Richland",33,107434,15710,15,12.6,50.4,5,8,243,"MT",FALSE
"Stillwater",36.5,74771,15730,10.6,12.07,49.9,3.8,11.91,128,"MT",FALSE
"Sweet Grass",39.2,138994,15668,12.2,13.06,50.98,1.7,15.31,300,"MT",FALSE
"Teton",36.5,90269,14923,13.6,13.77,50.23,2.7,10.65,40,"MT",FALSE
"Toole",35.3,175538,17453,13.4,16.66,50.6,2.6,9.4,240,"MT",FALSE
"Antelope",35.5,143356,16595,13.9,12.83,50.82,9.1,11.92,86,"NE",FALSE
"Boone",36.2,166908,19413,11.3,13.05,49.97,9.6,24.85,45,"NE",FALSE
"Box Butte",32.8,121460,20803,10.7,13.52,50.62,12.1,7.15,348,"NE",FALSE
"Boyd",41.1,138568,15679,13.7,17.54,50.35,5.2,20.71,47,"NE",FALSE
"Brown",39,235124,16479,13.5,14.51,51.74,3,12.16,208,"NE",FALSE
"Buffalo",28.6,116476,16770,11.1,9.61,51.22,39.7,9.06,426,"NE",FALSE
"Cass",33.4,79782,18111,8.5,11.4,50.23,39.5,10.23,275,"NE",FALSE
"Cedar",34.5,123066,15449,9.9,12.64,50.26,13.6,17.23,71,"NE",FALSE
"Cherry",36.1,159102,14653,15.4,12.33,50.32,1.1,10.16,103,"NE",FALSE
"Clay",37.3,110154,18824,10.7,13.15,51.25,12.6,19.44,132,"NE",FALSE
"Colfax",35.3,166346,17689,10.2,13.01,50.36,22.7,12.77,254,"NE",FALSE
"Custer",39.1,119115,18973,13.7,11.81,51.6,4.8,19.35,161,"NE",FALSE
"Dawes",30.6,130456,14369,18.2,13.21,50.77,6.4,11.8,455,"NE",FALSE
"Dawson",36.1,135047,17593,11.9,11.95,51.16,21.4,10.92,522,"NE",FALSE
"Deuel",38.9,141277,18647,7.6,14.23,50.3,5,3.18,91,"NE",FALSE
"Dixon",36.9,106279,16977,10.5,13.19,50.67,13,18.39,98,"NE",FALSE
"Dodge",35.5,135358,17781,10.2,13.14,52.13,64.7,17.89,363,"NE",FALSE
"Douglas",31.8,111251,22446,12.3,12.44,51.79,1286.7,6.16,435,"NE",FALSE
"Dundy",39,91716,21828,8.9,10.96,51.48,2.7,25.6,176,"NE",FALSE
"Fillmore",38.3,204534,24100,9,13.8,51.36,12.1,26.86,99,"NE",FALSE
"Franklin",42.6,167041,17645,11.1,11.95,52.01,6.8,25.64,110,"NE",FALSE
"Furnas",42.4,189509,18469,10.4,12.74,51.88,7.9,31.93,175,"NE",FALSE
"Gage",37.2,108536,18099,11.5,12.32,51.95,26.7,17.19,301,"NE",FALSE
"Garden",41.9,183630,18222,12.5,16.22,51.97,1.3,30.87,265,"NE",FALSE
"Gosper",40.7,106030,19261,6.2,11.8,48.84,4.4,28,281,"NE",FALSE
"Hall",33.2,105915,17873,11.4,13.37,51.33,91,22.31,655,"NE",FALSE
"Hamilton",35.2,159736,18969,8.1,12.96,51.01,16.6,22.44,193,"NE",FALSE
"Harlan",41.1,181403,18589,12,12.81,51.77,6.7,14.05,278,"NE",FALSE
"Hitchcock",37.5,92222,16929,11.5,14.08,50.79,5.1,15.83,44,"NE",FALSE
"Holt",34.4,157841,17763,13,12.83,50.41,5.2,19.6,87,"NE",FALSE
"Howard",37.2,106900,14689,10.6,12.69,51.03,10.9,10.48,158,"NE",FALSE
"Jefferson",39.9,162142,18965,10.8,14.17,51.57,15,10.58,183,"NE",FALSE
"Johnson",40.5,93291,17103,9.1,12.33,51.7,12.2,32.83,100,"NE",FALSE
"Kearney",35.7,191580,19662,7.8,12.3,50.35,12.8,16.36,256,"NE",FALSE
"Keith",36.6,183240,15862,9.9,15.87,51.3,7.9,9.64,410,"NE",FALSE
"Knox",40.6,136369,15972,14.9,14.49,51.12,8.6,23.37,62,"NE",FALSE
"Lancaster",30.7,94036,19483,9,10.82,51.12,262.4,7.41,751,"NE",FALSE
"Merrick",36.2,100898,15604,8.9,14.48,50.37,16.7,16.54,244,"NE",FALSE
"Morrill",37.4,99292,19454,14.6,13.09,50.27,3.7,10.38,164,"NE",FALSE
"Nance",36.3,161679,17655,11.8,13.79,50.32,9.7,18.84,98,"NE",FALSE
"Nemaha",35.1,145113,17650,11.3,12.72,50.34,19.3,13.04,91,"NE",FALSE
"Otoe",38.2,127641,17557,10,12.25,52.09,23.4,23.26,193,"NE",FALSE
"Pawnee",44.1,107366,19491,12.3,15.84,51.98,7.4,19.69,109,"NE",FALSE
"Phelps",36,215327,20617,8.5,11.41,51.73,18.1,18.67,215,"NE",FALSE
"Pierce",35.4,107338,16388,10,12.38,50.9,13.6,17.56,114,"NE",FALSE
"Platte",32.1,133726,18335,8.8,11.8,50.73,44.4,5.88,327,"NE",FALSE
"Polk",39.4,157607,20835,6.9,15.67,51.07,12.5,28.36,189,"NE",FALSE
"Red Willow",35,172497,17437,12.6,13.31,52.25,15.9,17.28,209,"NE",FALSE
"Richardson",39.7,146801,17582,13.6,14.16,51.95,17.9,28.48,126,"NE",FALSE
"Sarpy",28.6,30502,16723,4.8,8.89,49.93,445,3.21,269,"NE",FALSE
"Saunders",35.1,106163,16526,8.2,12.31,49.89,24.5,12.49,199,"NE",FALSE
"Scotts Bluff",35.1,138854,17399,16.3,11.71,51.72,49.5,9.48,416,"NE",FALSE
"Seward",33.1,131004,18373,7.8,10.03,49.87,27.3,17.83,208,"NE",FALSE
"Sheridan",38.1,207538,15639,17.1,14.15,51.04,2.7,18.79,324,"NE",FALSE
"Sherman",38.6,97457,15990,12.7,12.14,49.74,6.5,16.76,168,"NE",FALSE
"Thurston",29.9,72274,12547,23.9,10.44,50.56,17.8,7.71,27,"NE",FALSE
"Valley",39.7,169568,17543,11.3,12.4,51.95,8.8,13,220,"NE",FALSE
"Wayne",28.6,161693,15414,10.2,11.48,51.48,21.4,9.16,157,"NE",FALSE
"Webster",43.8,131919,19654,11.4,13.79,51.78,7.3,27.38,190,"NE",FALSE
"York",34.8,167204,19617,8.3,12.01,51.42,25.2,14.14,237,"NE",FALSE
"Lincoln",33.4,55900,19409,11.7,13.45,48.59,0.4,3.68,195,"NV",FALSE
"Mineral",33.9,28548,18849,12,17.02,49.04,1.7,3.23,302,"NV",FALSE
"Pershing",31.7,46030,16713,11.5,12.02,48.59,0.7,5.45,330,"NV",FALSE
"Washoe",33.6,74846,25635,10.3,12.43,49.22,42.3,2.58,672,"NV",FALSE
"Hillsborough",32.2,114644,22684,8.7,11.78,51.12,388,6.02,329,"NH",FALSE
"Bergen",37.6,175960,33763,5.7,14.48,52.24,3561.5,4.25,318,"NJ",FALSE
"Cape May",37.7,80890,22271,10.6,12.26,51.71,380.9,7.03,735,"NJ",FALSE
"Hunterdon",35.2,119068,30078,3.2,10.48,50.35,259.7,3.24,157,"NJ",FALSE
"Morris",35.3,147616,33375,4,13.07,52.58,910.7,5.61,257,"NJ",FALSE
"Ocean",38.5,116569,22265,7.6,11.05,52.79,696.2,7.93,373,"NJ",FALSE
"Passaic",33.4,121925,21824,13.3,11.11,51.65,2464.3,5.67,537,"NJ",FALSE
"Salem",35.1,73150,20939,11,13.75,51.75,193,12.32,339,"NJ",FALSE
"Somerset",34.8,145479,35536,4,11.92,50.63,820.5,5.99,336,"NJ",FALSE
"Sussex",32.9,84961,22586,4.6,11.57,50.31,258.3,6.01,206,"NJ",FALSE
"Warren",34.4,118336,21587,6.4,12.45,51.56,261.5,6.34,205,"NJ",FALSE
